species,value,trait
sillago ciliata,3.945304858346521,age to maturity
sillago ciliata,2.6302032388976806,age to maturity
sillago flindersi,2.6302032388976806,age to maturity
sillago flindersi,2.6302032388976806,age to maturity
sillago indica,3.945304858346521,age to maturity
sillago schomburgkii,2.6302032388976806,age to maturity
sillago sihama,1.3151016194488403,age to maturity
silurus aristotelis,2.0940135253936223,age to maturity
silurus asotus,3.490022542322704,age to maturity
silurus glanis,2.792018033858163,age to maturity
silurus glanis,2.792018033858163,age to maturity
silurus glanis,2.0940135253936223,age to maturity
silurus glanis,2.0940135253936223,age to maturity
silurus glanis,5.260406477795361,age to maturity
silurus glanis,3.945304858346521,age to maturity
silurus soldatovi,3.945304858346521,age to maturity
silurus soldatovi,4.188027050787245,age to maturity
silurus triostegus,4,age to maturity
silurus triostegus,3,age to maturity
siniperca chuatsi,2.6302032388976806,age to maturity
siniperca chuatsi,1.3151016194488403,age to maturity
siniperca chuatsi,2.0940135253936223,age to maturity
spinachia spinachia,1,age to maturity
spirinchus thaleichthys,2.6302032388976806,age to maturity
spirinchus thaleichthys,2,age to maturity
spondyliosoma cantharus,2.0940135253936223,age to maturity
spondyliosoma cantharus,2.0940135253936223,age to maturity
spondyliosoma cantharus,4,age to maturity
spondyliosoma cantharus,2,age to maturity
spondyliosoma cantharus,3,age to maturity
spondyliosoma cantharus,2,age to maturity
spondyliosoma cantharus,3,age to maturity
spratelloides delicatulus,0.1841142275066993,age to maturity
spratelloides delicatulus,0.2235672776578878,age to maturity
spratelloides delicatulus,0.23671830090713106,age to maturity
spratelloides delicatulus,0.2630203278090763,age to maturity
spratelloides delicatulus,0.3287754048622101,age to maturity
spratelloides delicatulus,0.27617133146177836,age to maturity
spratelloides delicatulus,0.2630203278090763,age to maturity
spratelloides delicatulus,0.24986930455983308,age to maturity
spratelloides gracilis,0.25907501495534097,age to maturity
solea solea,2.5,age to maturity
solea solea,4,age to maturity
solea solea,3.490022542322704,age to maturity
solea solea,3.945304858346521,age to maturity
solea solea,4.5,age to maturity
solea solea,3.945304858346521,age to maturity
solea solea,1.2000000476837158,age to maturity
solea solea,3,age to maturity
solea solea,2.380000114440918,age to maturity
solea solea,3.049999952316284,age to maturity
solea solea,2.5,age to maturity
solea solea,2.450000047683716,age to maturity
solea solea,2.5,age to maturity
solea solea,3,age to maturity
solea solea,2.5,age to maturity
solea solea,1.2000000476837158,age to maturity
sparidentex hasta,1.3960090169290815,age to maturity
sparodon durbanensis,5.400000095367432,age to maturity
sparus aurata,2.0940135253936223,age to maturity
sparus aurata,1.3960090169290815,age to maturity
sphyraena argentea,2.0940135253936223,age to maturity
sphyraena argentea,1.3960090169290815,age to maturity
sphyraena barracuda,2.6302032388976806,age to maturity
sphyraena barracuda,5.260406477795361,age to maturity
sphyrna lewini,19.726524291732606,age to maturity
sphyrna lewini,13.151016194488404,age to maturity
sphyrna lewini,4,age to maturity
sphyrna lewini,3.799999952316284,age to maturity
sphyrna lewini,15,age to maturity
sphyrna lewini,14.466117813937243,age to maturity
sphyrna lewini,10.520812955590722,age to maturity
sphyrna lewini,13.199999809265137,age to maturity
sphyrna lewini,8.899999618530273,age to maturity
sphyrna lewini,2.792018033858163,age to maturity
sphyrna mokarran,5.72363683627544,age to maturity
sphyrna tiburo,2.299999952316284,age to maturity
sphyrna tiburo,2.200000047683716,age to maturity
sphyrna tiburo,2.700000047683716,age to maturity
sphyrna tiburo,2,age to maturity
sphyrna tiburo,2.0940135253936223,age to maturity
sphyrna tiburo,3,age to maturity
sphyrna tiburo,2.0940135253936223,age to maturity
sphyrna zygaena,6.142439807621754,age to maturity
spicara maena,2,age to maturity
spicara maena,2,age to maturity
sprattus sprattus,1,age to maturity
sprattus sprattus,2,age to maturity
sprattus sprattus,2,age to maturity
sprattus sprattus,1.2000000476837158,age to maturity
sprattus sprattus,2.792018033858163,age to maturity
sprattus sprattus,2,age to maturity
sprattus sprattus,2.792018033858163,age to maturity
sprattus sprattus,3,age to maturity
sprattus sprattus,1.2000000476837158,age to maturity
squalidus chankaensis,2,age to maturity
squaliobarbus curriculus,2,age to maturity
squalius aphipsi,2.6302032388976806,age to maturity
squalius cephalus,6,age to maturity
squalius cephalus,4,age to maturity
squalius cephalus,4,age to maturity
squalius cephalus,3,age to maturity
squalius cephalus,4.188027050787245,age to maturity
squalius cephalus,2.792018033858163,age to maturity
squalius cephalus,2.6302032388976806,age to maturity
squalius cephalus,2.792018033858163,age to maturity
squalius cephalus,1.3960090169290815,age to maturity
squalius cephalus,3.490022542322704,age to maturity
squalius cephalus,2.792018033858163,age to maturity
squalius ghigii,1.3151016194488403,age to maturity
squalius moreoticus,1.3151016194488403,age to maturity
squalius peloponensis,1.3960090169290815,age to maturity
squalius pyrenaicus,3,age to maturity
squalius pyrenaicus,3,age to maturity
squalius squalus,3.490022542322704,age to maturity
squalius squalus,2.0940135253936223,age to maturity
squalus acanthias,13.960090169290815,age to maturity
squalus acanthias,14.466117813937243,age to maturity
squalus acanthias,10,age to maturity
squalus acanthias,12.100000381469728,age to maturity
squalus acanthias,5.584036067716326,age to maturity
squalus acanthias,29,age to maturity
squalus acanthias,6,age to maturity
squalus acanthias,10,age to maturity
squalus acanthias,6,age to maturity
squalus acanthias,8.37605410157449,age to maturity
squalus blainville,17,age to maturity
squalus blainville,11.300000190734863,age to maturity
squalus suckleyi,25,age to maturity
squalus suckleyi,18.411422672283766,age to maturity
squalus suckleyi,23,age to maturity
squalus suckleyi,14,age to maturity
squalus suckleyi,34,age to maturity
squalus suckleyi,24.986930769527966,age to maturity
squalus suckleyi,31,age to maturity
squalus suckleyi,29,age to maturity
squalus suckleyi,35.5,age to maturity
squalus suckleyi,20,age to maturity
squalus suckleyi,36,age to maturity
squalus suckleyi,21,age to maturity
squatina californica,10,age to maturity
squatina californica,10,age to maturity
stereolepis gigas,9.07405861003903,age to maturity
stellifer lanceolatus,1,age to maturity
stenobrachius leucopsarus,5.260406477795361,age to maturity
stenodus leucichthys,8.37605410157449,age to maturity
stenodus leucichthys,7.678049593109948,age to maturity
stenodus leucichthys,8.02705184734222,age to maturity
stenodus leucichthys,11.168072135432652,age to maturity
stenodus leucichthys,5.584036067716326,age to maturity
stenodus nelma,6.575508097244202,age to maturity
stenodus nelma,5.260406477795361,age to maturity
stenodus nelma,11.168072135432652,age to maturity
stenotomus caprinus,1,age to maturity
stenotomus chrysops,2.6302032388976806,age to maturity
stiphodon percnopterygionus,0.46766303232044937,age to maturity
stiphodon percnopterygionus,0.46766303232044937,age to maturity
stolothrissa tanganicae,0.3490022542322704,age to maturity
stolothrissa tanganicae,0.3490022542322704,age to maturity
sufflogobius bibarbatus,5.260406477795361,age to maturity
symphodus cinereus,1,age to maturity
symphodus cinereus,1.3960090169290815,age to maturity
symphodus mediterraneus,2,age to maturity
symphodus mediterraneus,2.0940135253936223,age to maturity
symphodus melops,2.0940135253936223,age to maturity
symphodus melops,2.0940135253936223,age to maturity
symphodus melops,3,age to maturity
symphodus ocellatus,1,age to maturity
symphodus ocellatus,1.3960090169290815,age to maturity
symphodus roissali,1,age to maturity
symphodus tinca,2,age to maturity
symphodus tinca,2.0940135253936223,age to maturity
syngnathus abaster,1.3151016194488403,age to maturity
syngnathus typhle,1.3151016194488403,age to maturity
synodontis schall,5.260406477795361,age to maturity
synodontis schall,3.945304858346521,age to maturity
tachysurus fulvidraco,2.792018033858163,age to maturity
tandanus tandanus,5,age to maturity
tautoga onitis,2.6302032388976806,age to maturity
tautoga onitis,3.945304858346521,age to maturity
tautoga onitis,3.945304858346521,age to maturity
tautogolabrus adspersus,1,age to maturity
telestes muticellus,2.0940135253936223,age to maturity
telestes pleurobipunctatus,2.6302032388976806,age to maturity
telestes souffia,3.945304858346521,age to maturity
tenualosa macrura,0.6499999761581421,age to maturity
tenualosa reevesii,3.945304858346521,age to maturity
tenualosa reevesii,3.945304858346521,age to maturity
tenualosa toli,0.6299999952316284,age to maturity
tetronarce californica,11.835914575039563,age to maturity
tetronarce californica,9.205711336141883,age to maturity
thalassoma duperrey,1,age to maturity
thaleichthys pacificus,3.945304858346521,age to maturity
thaleichthys pacificus,2.0940135253936223,age to maturity
thaleichthys pacificus,3.490022542322704,age to maturity
thaleichthys pacificus,3.945304858346521,age to maturity
thaleichthys pacificus,2.6302032388976806,age to maturity
thaleichthys pacificus,5.260406477795361,age to maturity
thorogobius ephippiatus,2.792018033858163,age to maturity
thunnus alalunga,6.575508097244202,age to maturity
thunnus alalunga,5.5,age to maturity
thunnus alalunga,3.490022542322704,age to maturity
thunnus alalunga,5,age to maturity
thunnus albacares,1.3151016194488403,age to maturity
thunnus albacares,2.6302032388976806,age to maturity
thunnus albacares,4.602855668070942,age to maturity
thunnus albacares,6.575508097244202,age to maturity
thunnus atlanticus,3,age to maturity
thunnus maccoyii,6.282040576180867,age to maturity
thunnus maccoyii,12,age to maturity
thunnus obesus,3.945304858346521,age to maturity
thunnus obesus,3.945304858346521,age to maturity
thunnus orientalis,4,age to maturity
thunnus thynnus,3.490022542322704,age to maturity
thunnus thynnus,3,age to maturity
thunnus thynnus,3.490022542322704,age to maturity
thunnus thynnus,10.520812955590722,age to maturity
thunnus thynnus,3,age to maturity
thymallus arcticus,4.188027050787245,age to maturity
thymallus arcticus,4.188027050787245,age to maturity
thymallus arcticus,2.792018033858163,age to maturity
thymallus brevirostris,4.188027050787245,age to maturity
thymallus grubii,5.260406477795361,age to maturity
thymallus thymallus,2.0940135253936223,age to maturity
thymallus thymallus,4.188027050787245,age to maturity
thymallus thymallus,3.945304858346521,age to maturity
thymallus thymallus,2.792018033858163,age to maturity
thymallus thymallus,2.0940135253936223,age to maturity
thymallus thymallus,2.0940135253936223,age to maturity
thyrsites atun,2.792018033858163,age to maturity
thyrsites atun,2.0940135253936223,age to maturity
tinca tinca,2,age to maturity
tinca tinca,4.188027050787245,age to maturity
tinca tinca,5.260406477795361,age to maturity
tinca tinca,3.945304858346521,age to maturity
tor putitora,2.0940135253936223,age to maturity
tor putitora,1.3960090169290815,age to maturity
totoaba macdonaldi,7,age to maturity
totoaba macdonaldi,6,age to maturity
toxotes chatareus,1.3960090169290815,age to maturity
trachidermus fasciatus,1,age to maturity
trachinocephalus myops,2,age to maturity
trachinocephalus myops,2.6302032388976806,age to maturity
trachinocephalus myops,3.945304858346521,age to maturity
trachinotus falcatus,3.0999999046325684,age to maturity
trachinotus falcatus,3.945304858346521,age to maturity
trachinus radiatus,3.5,age to maturity
trachipterus arcticus,18.411422672283766,age to maturity
trachurus capensis,2,age to maturity
trachurus capensis,3.945304858346521,age to maturity
trachurus declivis,2.792018033858163,age to maturity
trachurus declivis,2.792018033858163,age to maturity
trachurus indicus,1.7799999713897705,age to maturity
trachurus indicus,2.2300000190734863,age to maturity
trachurus japonicus,3,age to maturity
trachurus lathami,2,age to maturity
trachurus mediterraneus,1.399999976158142,age to maturity
trachurus novaezelandiae,2.792018033858163,age to maturity
trachurus picturatus,2.2799999713897705,age to maturity
trachurus picturatus,2.109999895095825,age to maturity
trachurus picturatus,4.400000095367432,age to maturity
trachurus picturatus,5.099999904632568,age to maturity
trachurus symmetricus,2.0940135253936223,age to maturity
trachurus trachurus,3.287754048622101,age to maturity
trachurus trachurus,5.260406477795361,age to maturity
trachurus trachurus,2.792018033858163,age to maturity
trachurus trachurus,2,age to maturity
trachurus trachurus,2.5999999046325684,age to maturity
trachurus trachurus,1.5,age to maturity
trachurus trachurus,2.200000047683716,age to maturity
trachurus trachurus,5.260406477795361,age to maturity
trachurus trachurus,2,age to maturity
trachurus trachurus,2.5,age to maturity
trachurus trachurus,2.792018033858163,age to maturity
trachurus trachurus,4.602855668070942,age to maturity
trachurus trachurus,4.099999904632568,age to maturity
trachurus trachurus,3.4000000953674316,age to maturity
trachurus trachurus,3.549999952316284,age to maturity
trachystoma petardi,5.260406477795361,age to maturity
trachystoma petardi,5.260406477795361,age to maturity
trematomus bernacchii,4.188027050787245,age to maturity
trematomus bernacchii,2.792018033858163,age to maturity
triaenodon obesus,6.575508097244202,age to maturity
triaenodon obesus,8,age to maturity
triakis semifasciata,10,age to maturity
triakis semifasciata,7,age to maturity
triakis semifasciata,14.658094677755356,age to maturity
tribolodon brandtii,3,age to maturity
tribolodon sachalinensis,2.5,age to maturity
trichiurus lepturus,2.6302032388976806,age to maturity
trichiurus lepturus,2.6302032388976806,age to maturity
trichiurus lepturus,1.3151016194488403,age to maturity
